CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAIC_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,DIXIE PLACE FARMING CORP.,PO BOX 518,,NASHVILLE,NC,27856,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,10,10,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,JOEY & DON KIRBY,5309 CARR STORE RD.,,CEDAR GROVE,NC,27231,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,HIGHLANDERS FARMS,315 RIVER DANIEL RD.,,CARTHAGE,NC,28327,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,8,8,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,RELYEA FARMS,831 MEADOW RD,,WALSTONEBURG,NC,27888,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,B & D FARMS,7214 EFLAND CEDAR GROVE RD,,CEDAR GROVE,NC,27231,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,4,4,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"SELDOM REST FARMS, LLC",824 DOGWOOD LANE,,WASHINGTON,NC,27889,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"PHILLIPS ACRES, INC.",492 PHILLIPS LANE,,FARMVILLE,NC,27828,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,8,8,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2014-11-14,JOSEPH KEITH PEARCE,4902 COUNTRY CLUB DRIVE,,WILSON,NC,27896,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"LOGAN CATTLE CO., LLC",549 STONE SOUTHERLAND ROAD,,LOUISBURG,NC,27549,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"A.C. MORRISON FARMS, LLC.",259 AC MORRISON RD.,,LILLINGTON,NC,27546,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,8,8,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,LAWRENCE BROTHERS FARMS,2540 TAR RIVER RD.,,CREEDMOOR,NC,27522,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,15,15,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,RONALD GAY,9025 LOUISBURG RD.,,WAKE FOREST,NC,27587,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,MARVIN EATON,7369 PARHAM RD.,,BELEWS CREEK,NC,27009,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,9,9,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"ROBERT CURRIN FARMS, LLC",883 LEAFLET CHURCH RD,,ILLINGTON,NC,27546,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,8,8,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,ANDREW TYSON FARMS,985 EVANS RD,,NASHVILLE,NC,27856,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,20,20,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,TRIPLE B FARMS,3865 SHOALS RD.,,PINNACLE,NC,27043,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,5,5,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,TERRELL & JOHNNY WILLIAMS,2866 MAXWELL RD,,AUTRYVILLE,NC,28318,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"JAMES B. MORRIS FARMS, INC",2735 WAKELON ROAD,,COLERAIN,NC,27924,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,20,20,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2105-11-14,GREGG A. HUFFINE,3757 GILLIAM CHURCH RD,,GIVSONVILLE,NC,27246,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,8,8,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,TOMMY KIMBRO,250 GOLD LEAF LANE,,REIDSVILLE,NC,27320,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,5,5,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,HAWKINS FARM,1885 POINDEXTER ROAD,,HURDLE MILLS,NC,27541,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,DALRYMPLE FARMS,1449 DALRYMPLE FARM RD.,,SANFORD,NC,27330,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,WILLFORD CHRIS,5403 GODWIN LAKE ROAD,,BENSON,NC,27504,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,12,12,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,SMITH FARMS,5929 HWY 601,P.O. BOX 244,BOONVILLE,NC,27011,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,8,8,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,JERRY JONES,424 SHEPPARD FERRY RD.,,SNOW HILL,NC,28580,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"TUMBLING RUN FARMS, INC.",16628 RED BUD ROAD,,CASTALIA,NC,27816,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,WALKER FARMS,1011 CAMP SPRINGS RD,,REIDSVILLE,NC,27320,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,8,8,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,,REX SLATE,1315 SHOALS ROAD,,PENNACLE,NC,27043,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,North Carolina Growers Association (NCGA),731 CHIC ENNIS RD.,,BENSON,NC,27504,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,825,825,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,Association - Joint Employer (H-2A Only),NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,FOWLKES FARMS,2808 NC HWY 62 NORTH,,BLANCH,NC,27212,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"BRYAN FARMS, INC.",347 SMITH GRADY ROAD,,SEVEN SPRINGS,NC,28578,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,CHEEK FARM,4012 DEEP RIVER CHUCH ROAD,,RAMSEUR,NC,27316,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,BENTON FARMS,703 AIRPORT ROAD,,PIKEVILLE,NC,27863,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,15,15,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,B & W FARMS,1844 HWY 258 NORTH,,SNOW HILL,NC,28580,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,RICHARD V. LINVILLE,6321 VANCE RD.,,KERNERSVILLE,NC,27284,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,5,5,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,CARVER BROS. FARM,448 MORTON PULLIAM ROAD,,ROXBORO,NC,27574,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,LEWIS J. ALPHIN,519 BETHEL CHURCH RD,,MT OLIVE,NC,28365,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,5,5,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,DOUBLE CREEK FARM,4690 BURLINGTON RD.,,ROXBORO,NC,27574,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,ALEX D. WATKINS,3604 BRASSFIELD ROAD,,CREEDMORE,NC,27522,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,5,5,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2105-11-14,SANDY HILL FARMS,816 SANDY HILL FARMS LN,,WENDELL,NC,27591,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"STUART PIERCE FARMS, INC.",115 D.T. ROAD,,AHOSKIE,NC,27910,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,10,10,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,JIMMY D. NELMS,4021 NC561 HWY,,LOUISBURG,NC,27549,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
