CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,PRIMARY/SUB,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAIC_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-16048-554202,2016-03-02,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-15,2017-01-01,PRI,FARMCO SUPPLY CO LLP,6 E State Hwy 28,,Morris,MN,56267,UNITED STATES OF AMERICA,,320-760-5219,,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Pigs,,14,14,Y,Seasonal,48,08:00 AM,06:00 PM,$12.02,Hour,,,N,,None,na,na,N,,N,,,Y,3,Chokio,MN,56221,N,Individual Employer,MN Foreign Labor Cert Unit,8645201,2016-02-12,2016-08-23
H-300-16048-600534,2016-03-02,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-15,2017-01-01,PRI,Justin and Amy Abernathy JV,21016 ECR 165,,Altus,OK,73521,UNITED STATES OF AMERICA,,580-482-8813,,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2091,Agricultural Equipment Operators,Cotton,,8,8,Y,Seasonal,48,08:00 AM,06:00 PM,$11.15,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Altus,OK,73521,N,Individual Employer,Oklahoma Employment Security Commission,OK1074341,2016-02-16,2016-08-23
H-300-16048-610221,2016-03-23,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-11,2016-11-25,PRI,Burger's Farm,1221 Ferry Rd.,,Schenectady,NY,12309,UNITED STATES OF AMERICA,,518-577-6299,,"H2 EXPRESS, INC",STEVEN MCKAY,HUDSON,NY,Ag Equipment Operator,45-2091,Agricultural Equipment Operators,Vegetables,,3,3,Y,Seasonal,40,08:00 AM,04:00 PM,$11.74,Hour,,,N,,None,,,N,,N,,,Y,6,Schenectady,NY,12309,N,Individual Employer,NYS DOL,NY1160592,2016-02-17,2016-08-03
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,PRI,"NORTH CAROLINA GROWERS ASSOCIATION, INC. (NCGA)","NCGA, Inc 230 Cameron Ave. Vass, NC 28394   Post Office Box 399",See Addendum For NCGA Members Names and Addresses,Vass,NC,28394,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,135,135,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,Association - Joint Employer (H-2A Only),NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,BROOKS' FARM,545 TOM OAKLEY ROAD,,TIMBERLAKE,NC,27583,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,BERNIE'S BERRIES & PRODUCE,6126 JONQUIL DR,,GREENSBORO,NC,27407,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,GARRETT JOHNSON,2681 NC 731,P.O. BOX 718,CANDOR,NC,27229,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,"PATTERSON FARM, INC",3060 MILLBRIDGE RD.,,CHINA GROVE,NC,28023,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,61,61,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,PARKER FARMS,160 GOSHEN RD,,POLLOCKSVILLE,NC,28573,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,JERRY WAYNE EDWARDS,6883 GLADE VALLEY ROAD,,ENNICE,NC,28623,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,8,8,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,LYON FARMS,1549 NORTHSIDE RD.,,CREEDMOOR,NC,27522,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,4,4,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,DAVID WAYNE POPE,1305 FAYETTEVILLE ST.,,KNIGHTDALE,NC,27545,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,"BAILEY FARMS, INC.",107 ENTERPRISE CT.,P.O. BOX 649,OXFORD,NC,27565,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,22,22,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,WATSON FARMS,1006 ANDERSON ROAD,,SILOAM,NC,27047,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,BARNES FARMS AND PRODUCE LLC.,6235 WIMBERLY ROAD,,WILLOW SPRINGS,NC,27592,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,JAMES MILTON GILLETTE,969 BELGRADE-SWANSBORO RD,,STELLA,NC,28582,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,SLOANS FARMS,1430 S.N.C. HWY 111,,CHINQUAPIN,NC,28521,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,KENNETH E. RUDD,4021 HICONE RD.,,GREENSBORO,NC,27405,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,TUCKER'S FARM AND NURSERY,3349 US HWY 220,,MADISON,NC,27025,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,ANTHONY C. SMITH FARMS PARTNERSHIP,2444 NC 111 N.,,PINK HILL,NC,28572,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,SMITH FARMS,6806 TICKLE ROAD,,GIBSONVILLE,NC,27249,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-611310,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-14,2016-11-12,SUB,"T.C. SMITH PRODUCE FARM, INC.",464 SMITH GRADY RD.,,SEVEN SPRINGS,NC,28578,UNITED STATES OF AMERICA,,910-245-2969,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,,,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce- Division of Workforce Soultions (NCDWS),NC 10475153,2016-02-12,2016-07-29
H-300-16048-621646,2016-03-25,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-09,2016-10-31,PRI,WAFLA,8830 TALLON LANE NE SUITE C,See Addendum for Employer Name and Information,LACEY,WA,98516,UNITED STATES OF AMERICA,,360-455-8064,,,,,,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Pears,,124,124,Y,Seasonal,40,07:00 AM,02:00 PM,$12.69,Hour,,,N,,None,,,N,,N,,,Y,3,Royal City,WA,99357,Y,Association - Joint Employer (H-2A Only),Washington State Employment Security Department,WS454119215,2016-02-12,2016-07-21
H-300-16048-621646,2016-03-25,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-09,2016-10-31,SUB,"Valley Fruit Orchards, LLC",PO Box 8,N/A,Wapato,WA,98951,UNITED STATES OF AMERICA,,360-455-8064,,,,,,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Pears,,124,124,Y,Seasonal,40,07:00 AM,02:00 PM,$12.69,Hour,,,N,,None,,,N,,N,,,Y,3,Royal City,WA,99357,Y,,Washington State Employment Security Department,WS454119215,2016-02-12,2016-07-21
H-300-16048-623065,2016-03-29,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-30,2016-12-09,PRI,Kamuf Tobacco CO LLC,5410 Old Lyddane Bridge Road,,Owensboro,KY,42301,UNITED STATES OF AMERICA,,270-929-0287,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS AND LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Nursery and Greenhouse Workers,423930,18,18,Y,Seasonal,40,08:00 AM,04:00 PM,$10.85,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Owensboro,KY,42301,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",569057135,2016-02-16,2016-08-19
H-300-16048-638739,2016-03-14,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-15,2016-12-15,PRI,John Wieczorek Harvesting,25379 379th Ave,,Mt Vernon,SD,57363,UNITED STATES OF AMERICA,,605-999-5714,,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Custom Combiner Grain,45-2091,Agricultural Equipment Operators,Agricultural Equipment Operator,,10,10,Y,Seasonal,48,08:00 AM,06:00 PM,$13.80,Hour,,,N,,None,na,na,N,,N,,,Y,6,Mt Vernon,SD,57363,Y,H-2A Labor Contractor or Job Contractor,South Dakota Department of Labor,1733732,2016-02-08,2016-08-15
H-300-16048-654075,2016-04-06,H-2A,2016-02-17,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2016-04-27,2016-10-31,PRI,HELDT PRODUCE INC,431 CO ROAD H,,ASHLAND,NE,68003,UNITED STATES OF AMERICA,,402-944-2759,,,,,,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Squash,423860,9,8,Y,Seasonal,40,08:00 AM,05:00 PM,$13.80,Hour,,,N,,None,,,N,,N,,,N,,Ashland,NE,68003,N,Individual Employer,Nebraska Department of Labor,335018,2016-02-12,2016-07-30
H-300-16048-681137,2016-03-28,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-04-02,2016-06-01,PRI,Martin Granados,2999 Old Collins Cobbtown Rd.,,Collins,GA,30421,UNITED STATES OF AMERICA,,912-536-6067,,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Farm Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Onions,,74,74,Y,Seasonal,40,08:00 AM,04:00 PM,$10.59,Hour,,,N,,None,,,N,,N,,,N,,Collins,GA,30421,Y,H-2A Labor Contractor or Job Contractor,Georgia Department of Labor,GA226652587,2016-02-12,2016-05-02
H-300-16048-685572,2016-04-01,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-05-01,2017-01-15,PRI,HEAD FARMS LLC,6989 Hwy 41 North,,Cedar Hill,TN,37032,UNITED STATES OF AMERICA,,615-696-1631,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,423930,6,6,Y,Seasonal,40,08:00 AM,04:00 PM,$10.85,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,CEDAR HILL,TN,37032,Y,Association - Filing as Agent (H-2A Only),"TN Department of Labor & Workforce Development, Nashville, TN 37243",TN428510,2016-02-16,2016-09-07
H-300-16048-713301,2016-04-07,H-2A,2016-02-23,DETERMINATION ISSUED - CERTIFICATION,2016-05-09,2016-10-14,PRI,WAFLA,8830 TALLON LANE NE SUITE C,,LACEY,WA,98516,UNITED STATES OF AMERICA,,360-455-8064,109,,,,,Farmworker/Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Nectarines,,32,32,Y,Seasonal,40,07:00 AM,03:30 PM,$12.69,Hour,,,N,,None,,,N,,N,,,Y,3,Royal City,WA,99357,N,Association - Joint Employer (H-2A Only),Worksource Central Basin,WS454208031,2016-02-17,2016-07-28
H-300-16048-713301,2016-04-07,H-2A,2016-02-23,DETERMINATION ISSUED - CERTIFICATION,2016-05-09,2016-10-14,SUB,EL Paraiso Orchard LLC,PO Box 938,Division and 10.5 SW,Royal City,WA,99357,UNITED STATES OF AMERICA,,360-455-8064,109,,,,,Farmworker/Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Nectarines,,,,Y,Seasonal,40,07:00 AM,03:30 PM,$12.69,Hour,,,N,,None,,,N,,N,,,Y,3,Royal City,WA,99357,N,,Worksource Central Basin,WS454208031,2016-02-17,2016-07-28
H-300-16048-713301,2016-04-07,H-2A,2016-02-23,DETERMINATION ISSUED - CERTIFICATION,2016-05-09,2016-10-14,SUB,KS Orchards,11180 Rd D SW,,Royal City,WA,99359,UNITED STATES OF AMERICA,,360-455-8064,109,,,,,Farmworker/Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Nectarines,,32,32,Y,Seasonal,40,07:00 AM,03:30 PM,$12.69,Hour,,,N,,None,,,N,,N,,,Y,3,Royal City,WA,99357,N,,Worksource Central Basin,WS454208031,2016-02-17,2016-07-28
H-300-16048-714572,2016-03-16,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-15,2017-02-15,PRI,Jester Bee Co,2600 Honey Bee Lane,,Mims,FL,32754,UNITED STATES OF AMERICA,,870-243-1596,,Cajun Visa Company,Kristie Wheat,Livingston,LA,Bee Keeper,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Bees,,2,2,Y,Seasonal,35,07:00 AM,01:00 PM,$10.70,Hour,,,N,,None,,,N,,N,,,Y,3,Mims,FL,32754,N,Individual Employer,Florida Workforce Commission,FL10156682,2016-02-16,2016-09-15
H-300-16048-729543,2016-04-12,H-2A,2016-02-28,DETERMINATION ISSUED - CERTIFICATION,2016-04-15,2016-12-30,PRI,"E & E Farms, Inc.",P.O. Box 745,,Lake Village,AR,71653,UNITED STATES OF AMERICA,,870-265-5543,,"HEAD HONCHOS, LLC",TODD MILLER,SAN ANTONIO,TX,Agricultural Equipment Operators,45-2091,Agricultural Equipment Operators,Corn,,3,3,Y,Seasonal,40,07:00 AM,04:00 PM,$10.69,Hour,,,N,,None,,,N,,N,,,Y,3,Lake Village,AR,71613,N,Individual Employer,Arkansas department of workforce services,1526089,2016-02-16,2016-08-22
H-300-16048-739143,2016-03-15,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-25,2016-11-30,PRI,Engel's Acres,445 Brunswick Rd.,,Troy,NY,12180,UNITED STATES OF AMERICA,,518-326-4014,,"H2 EXPRESS, INC",STEVEN MCKAY,HUDSON,NY,Farm Worker,45-2091,Agricultural Equipment Operators,Agricultural Equipment Operator,,2,2,Y,Seasonal,40,08:00 AM,05:00 PM,$11.74,Hour,,,N,,None,,,N,,N,,,Y,6,Troy,NY,12180,N,Individual Employer,NYSDOL,NY1160558,2016-02-17,2016-08-12
H-300-16048-770899,2016-03-09,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-08,2016-12-31,PRI,Glinz Farm,1093 Hwy 5 NE,,Bottineau,ND,58318,UNITED STATES OF AMERICA,,701-201-1267,,USA FARM LABOR,MANUEL FICK,WAYNESVILLE,NC,Ag. Equipment Operator,45-2091,Agricultural Equipment Operators,Grains,423930,5,5,Y,Seasonal,48,08:00 AM,05:00 PM,$13.80,Hour,,,N,,None,n/a,n/a,N,,N,,,Y,3,Bottineau,ND,58318,N,Individual Employer,Job Service ND,439301,2016-02-16,2016-08-19
H-300-16048-783485,2016-03-23,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-30,2017-01-10,PRI,Charles F Henning,4320 Hwy 1740,,Hardinsburg,KY,40143,UNITED STATES OF AMERICA,,270-316-6075,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,423930,4,4,Y,Seasonal,40,08:00 AM,04:00 PM,$10.85,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Hardinsburg,KY,40143,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",569000975,2016-02-16,2016-09-04
H-300-16048-807855,2016-03-17,H-2A,2016-02-19,DETERMINATION ISSUED - CERTIFICATION,2016-04-21,2016-10-15,PRI,Leitz Farms LLC,5109 River Road,,Sodus,MI,49126,UNITED STATES OF AMERICA,,269-925-6987,,GREAT LAKES AG LABOR SERVICES LLC,KATIE RASCH,LANSING,MI,"Farmworkers, Crop-Hand Harvester",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cucumbers,,24,24,Y,Seasonal,40,07:00 AM,03:00 PM,$12.02,Hour,,,N,,None,,,N,,N,,,Y,3,Sodus,MI,49126,Y,Individual Employer,Michigan Works!,6579492,2016-02-17,2016-07-15
H-300-16048-825743,2016-03-29,H-2A,2016-02-19,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-04-05,2016-07-10,PRI,"Gregorio Tlacuatl, FLC",91 JL Trailer Park Road,,Reidsville,GA,30453,UNITED STATES OF AMERICA,,912-654-0192,,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Farm Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Vidalia Onions,,92,92,Y,Seasonal,40,07:00 AM,03:00 PM,$10.59,Hour,,,N,,None,,,N,,N,,,N,,Reidsville,GA,30462,Y,H-2A Labor Contractor or Job Contractor,Georgia Department of Labor,GA230115484,2016-02-15,2016-05-23
H-300-16048-836037,2016-05-10,H-2A,2016-02-17,DETERMINATION ISSUED - CERTIFICATION,2016-04-02,2017-01-31,PRI,Patout Equipment Company,9402 E. Highway 90 Service Road,N/A,Jeanerette,LA,70544,UNITED STATES OF AMERICA,N/A,337-276-4592,,"ASHLEY FORET DEES, LLC",ASHLEY DEES,LAKE CHARLES,LA,Farmworker,45-2091,Agricultural Equipment Operators,Sugarcane,,35,35,Y,Seasonal,40,07:00 AM,03:00 PM,$10.69,Hour,10.69,,N,,None,N/A,N/A,N,,N,,,Y,3,Jeanerette,LA,70544,Y,H-2A Labor Contractor or Job Contractor,Louisiana Workforce Commission,596587,2016-02-01,2016-09-01
